question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Sirpanchiq yo'lda orqa etakchi avtomobil uchun tormozlashning qaysi usuli xavfsiz to'xtashni taminlaydi?,Сирпанчиқ ёлда орқа етакчи автомобил учун тормозлашнинг қайси усули хавфсиз тўхташни таминлайди?,"{""Ulagichni uzmasdan tormoz tepkisini keskin bosish"",""Ulagichni uzmasdan tormoz tepkisini ko'plab marta uzuq-uzuq bosish va qo'yib yuborish"",""Ulagichni uzgan holda tormozlash""}","{""Улагични узмасдан тормоз тепкисини кескин босиш"",""Улагични узмасдан тормоз тепкисини кўплаб марта узуқ-узуқ босиш ва қўйиб юбориш"",""Улагични узган ҳолда тормозлаш""}",1,https://ptest.uz/images/dcc0e2cd-6e91-476a-a61d-c49828cc147a.webp,7-BILET,300,,,,
Sonning yumshoq to'qimalari lat eganda birinchi tibbiy yordam qanday ko'rsatiladi?,Соннинг юмшоқ тўқималари лат еганда биринчи тиббий ёрдам қандай кўрсатилади?,"{""Lat egan joyni qattiq bog'lash, 15-20 daqiqaga muz solingan xalta qo'yish. Oyoqni yuqori ko'tarish, tinch qo'yish"",""Lat egan oyoqni tarang qilib (pastdan yuqoriga) bog'lash, singandagi kabi shina qo'yish. Bir stakanga yarim choy qoshig'ida ichimlik soda solib ichirish, kasalxonaga jo'natish"",""Oyoqni yumshoq predmetga qo'yish""}","{""Лат еган жойни қаттиқ боғлаш, 15-20 дақиқага муз солинган халта қўйиш. Оёқни юқори кўтариш, тинч қўйиш"",""Лат еган оёқни таранг қилиб (пастдан юқорига) боғлаш, сингандаги каби шина қўйиш. Бир стаканга ярим чой қошиғида ичимлик сода солиб ичириш, касалхонага жўнатиш"",""Оёқни юмшоқ предметга қўйиш""}",0,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Transport vositasining bitta o'qiga har xil naqshli shinalarni o'rnatishga ruxsat etiladimi?,Транспорт воситасининг битта ўқига ҳар хил нақшли шиналарни ўрнатишга рухсат етиладими?,"{""Faqat oldingi o'qiga ruxsat etiladi"",""Oldingi etakchi ko'prikli avtomobilning faqat orqa o'qiga ruxsat etiladi"",""Taqiqlanadi""}","{""Фақат олдинги ўқига рухсат етилади"",""Олдинги етакчи кўприкли автомобилнинг фақат орқа ўқига рухсат етилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Qaysi belgi kesib o'tgan yo'llarda harakatlanayotgan transport vositalariga yo'l berishni yuklaydi?,Қайси белги кесиб ўтган ёлларда ҳаракатланаётган транспорт воситаларига ёл беришни юклайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/c3c2ee99-ad52-4308-a99f-15a94fa47146.webp,7-BILET,300,,,,
Quvib o'tishda faralarning uzoqni yorituvchi chiroqlaridan ogohlantiruvchi ishora sifatida foydalanish mumkinmi?,Қувиб ўтишда фараларнинг узоқни ёритувчи чироқларидан огоҳлантирувчи ишора сифатида фойдаланиш мумкинми?,"{""Hamma holda mumkin"",""Mumkin, agar bu boshqa haydovchilarning ko'zini qamashtirmasa, shu jumladan, orqani ko'rish ko'zgusi orqali ham"",""Mumkin emas"",""Aholi punktlaridan tashqaridagi yo'llarda mumkin"",""To'g'ri""}","{""Ҳамма ҳолда мумкин"",""Мумкин, агар бу бошқа ҳайдовчиларнинг кўзини қамаштирмаса, шу жумладан, орқани кўриш кўзгуси орқали ҳам"",""Мумкин емас"",""Аҳоли пунктларидан ташқаридаги ёлларда мумкин"",""Тўғри""}",1,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Shikastlangan kishining o'mrov suyagi singanda nima qilish kerak?,Шикастланган кишининг ўмров суяги синганда нима қилиш керак?,"{""Singan joyga sovuq kompress qo'yish, bint bilan tarangroq bog'lash"",""Qo'ltiq sohasiga taxtakach qo'yish va to'g'rilab qo'yilgan qo'lini gavdasiga qo'shib bint bilan bog'lash"",""Paxta yoki bint o'ramasini qo'ltiq sohasiga qo'yib tirsagidan bukilgan qo'lini gavdasiga qo'shib bint bilan bog'lash""}","{""Синган жойга совуқ компресс қўйиш, бинт билан тарангроқ боғлаш"",""Қўлтиқ соҳасига тахтакач қўйиш ва тўғрилаб қўйилган қўлини гавдасига қўшиб бинт билан боғлаш"",""Пахта ёки бинт ўрамасини қўлтиқ соҳасига қўйиб тирсагидан букилган қўлини гавдасига қўшиб бинт билан боғлаш""}",2,https://postimg.cc/Dmfk0bYv,7-BILET,300,,,,
Yo'l yoqasida qaysi transport vositalarining haydovchilari qoidani buzib to'xtadilar?,Ёл ёқасида қайси транспорт воситаларининг ҳайдовчилари қоидани бузиб тўхтадилар?,"{""Faqat \""?\"""",""Faqat \""?\"""",""Faqat \""?\"""",""\""?\"" va \""?\"""",""\""?\"" va \""?\""""}","{""Фақат \""?\"""",""Фақат \""?\"""",""Фақат \""?\"""",""\""?\"" ва \""?\"""",""\""?\"" ва \""?\""""}",4,https://ptest.uz/images/6146dd9b-c3d5-49cc-a959-ae20e25567f6.webp,7-BILET,300,,,,
Qisman ortish usuli bilan avtomobilni shatakka olishda yo'lovchilar qaerda bo'lishlari mumkin?,Қисман ортиш усули билан автомобилни шатакка олишда ёловчилар қаерда бўлишлари мумкин?,"{""Har ikki avtomobilning kabinasida"",""Shatakka oluvchi avtomobilning kabinasida"",""Shatakka olingan avtomobilning kabinasida"",""Shatakka oluvchi avtomobilning kuzovida""}","{""Ҳар икки автомобилнинг кабинасида"",""Шатакка олувчи автомобилнинг кабинасида"",""Шатакка олинган автомобилнинг кабинасида"",""Шатакка олувчи автомобилнинг кузовида""}",1,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Haydovchi qayta tizilishdan va harakatlanish yo'nalishini o'zgartirishdan oldin nima qilishi zarur?,Ҳайдовчи қайта тизилишдан ва ҳаракатланиш ёналишини ўзгартиришдан олдин нима қилиши зарур?,"{""Ushbu manyovr xavfsiz bo'lishiga va harakatlanishning boshqa qatnashchilariga halaqit bermasligiga ishonch hosil qilishi"",""Chapga burilish haqida ogohlantirish ishorasi berishi va hech kimga halaqit bermasligi haqida ishonch xosil qilishi"",""Aholi punktlaridpn tashqarida tovush ishora berishi"",""Ko'rsatilgan barcha harakatlarni bajarishi""}","{""Ушбу манёвр хавфсиз бўлишига ва ҳаракатланишнинг бошқа қатнашчиларига ҳалақит бермаслигига ишонч ҳосил қилиши"",""Чапга бурилиш ҳақида огоҳлантириш ишораси бериши ва ҳеч кимга ҳалақит бермаслиги ҳақида ишонч хосил қилиши"",""Аҳоли пунктларидпн ташқарида товуш ишора бериши"",""Кўрсатилган барча ҳаракатларни бажариши""}",0,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Temir yo'l izlarini qaerda kesib o'tishga ruxsat beriladi?,Темир ёл изларини қаерда кесиб ўтишга рухсат берилади?,"{""Ko'rinish ikkala yo'nalishda 1000 metrdan kam bo'lmagan joylarda"",""Haydovchining nuqtai nazaricha eng qulay joylarda"",""Kesib o'tish uchun belgilab qo'yilgan joylarda"",""Temir yo'l bekatiga 1000 metrdan kam bo'lmagan masofada""}","{""Кўриниш иккала ёналишда 1000 метрдан кам бўлмаган жойларда"",""Ҳайдовчининг нуқтаи назарича енг қулай жойларда"",""Кесиб ўтиш учун белгилаб қўйилган жойларда"",""Темир ёл бекатига 1000 метрдан кам бўлмаган масофада""}",2,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Yotiq chiziqning uzluksiz sariq chizig'i nimani bildiradi?,Ётиқ чизиқнинг узлуксиз сариқ чизиғи нимани билдиради?,"{""Transport vositalarining to'xtashi taqiqlangan joyni"",""Belgilangan yo'nalishli transport vositalari uchun va taksi to'xtashiga ruxsat berilgan joyni"",""Transport vositalarining to'xtab turishi taqiqlangan joyni""}","{""Транспорт воситаларининг тўхташи тақиқланган жойни"",""Белгиланган ёналишли транспорт воситалари учун ва такси тўхташига рухсат берилган жойни"",""Транспорт воситаларининг тўхтаб туриши тақиқланган жойни""}",0,https://ptest.uz/images/d61ad29a-45c5-427a-88fb-d98bd26a1dae.webp,8-BILET,300,,,,
Haydovchi manyovrni bajarishda burilish ko'rsatkichlari bilan yorug'lik ishorasini har doim berishi kerakmi?,Ҳайдовчи манёврни бажаришда бурилиш кўрсаткичлари билан ёруғлик ишорасини ҳар доим бериши керакми?,"{""Har doim berishi kerak"",""Kerak emas, agar harakatlanishning boshqa qatnashchilarini chalg'itishi mumkin bo'lsa"",""Kerak, zaruriy ehtiyot choralarini ko'rgan holda""}","{""Ҳар доим бериши керак"",""Керак емас, агар ҳаракатланишнинг бошқа қатнашчиларини чалғитиши мумкин бўлса"",""Керак, зарурий еҳтиёт чораларини кўрган ҳолда""}",1,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Hamma bo'laklar band bo'lgan serqatnov harakatlanish vaqtida qayrilib olishga ruxsat beriladimi?,Ҳамма бўлаклар банд бўлган серқатнов ҳаракатланиш вақтида қайрилиб олишга рухсат бериладими?,"{""Istalgan paytda ruxsat beriladi"",""Faqat harakatlanish uchun bo'laklari uchtadan kam bo'lmagan yo'llarda ruxsat beriladi"",""Taqiqlanadi"",""Faqat chorrahalarda ruxsat beriladi""}","{""Исталган пайтда рухсат берилади"",""Фақат ҳаракатланиш учун бўлаклари учтадан кам бўлмаган ёлларда рухсат берилади"",""Тақиқланади"",""Фақат чорраҳаларда рухсат берилади""}",0,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Tos suyaklari singanda birinchi yordam qanday ko'rsatiladi?,Тос суяклари синганда биринчи ёрдам қандай кўрсатилади?,"{""Zararlangan joyni qattiq bog'lash, shikastlanganni yarim o'tirgan holatga keltirish"",""Shikastlanganni qattiq yuzaga orqasi bilan yotqizish, zararlangan joylarga qaynoq isitgich qo'yish"",""Shikastlanganni qattiq tekis yuzaga yotqizish, bukilgan va ikki tomonga kerilgan tizzalarining bo'g'inlari ostiga g'o'la shaklida o'ram qo'yish""}","{""Зарарланган жойни қаттиқ боғлаш, шикастланганни ярим ўтирган ҳолатга келтириш"",""Шикастланганни қаттиқ юзага орқаси билан ётқизиш, зарарланган жойларга қайноқ иситгич қўйиш"",""Шикастланганни қаттиқ текис юзага ётқизиш, букилган ва икки томонга керилган тиззаларининг бўғинлари остига ғўла шаклида ўрам қўйиш""}",2,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Transport vositalari chorrahadan qanday tartibda o'tadilar?,Транспорт воситалари чорраҳадан қандай тартибда ўтадилар?,"{""Qizil; ko'k sariq bilan bir vaqtda; yashil"",""Sariq yashil bilan bir vaqtda; qizil; ko'k"",""Qizil; yashil; ko'k sariq bilan bir vaqtda""}","{""Қизил; кўк сариқ билан бир вақтда; яшил"",""Сариқ яшил билан бир вақтда; қизил; кўк"",""Қизил; яшил; кўк сариқ билан бир вақтда""}",0,https://ptest.uz/images/27791f4e-bd4c-42d2-b0dc-63d0a50b4d0e.webp,8-BILET,300,,,,
Son suyagining uchdan birining pastki qismi singanda jarohatlangan odamni transportda tashish uchun taxtakach qanday qo'yiladi?,Сон суягининг учдан бирининг пастки қисми синганда жароҳатланган одамни транспортда ташиш учун тахтакач қандай қўйилади?,"{""Taxtakachni sonning butun uzunligicha tos-sondan tizza bo'g'inigacha qo'yib, singan joy bint bilan qattiq bog'lab qo'yiladi"",""Ikkita taxtakach oyoqning ichki va tashqi tomonidan qo'yiladi. Bittasini oyoq to'pig'idan qo'ltiqosti chuqurigacha, ikkinchisini to'piqdan chovgacha"",""Ikkita taxtakach oyoqning ikki tomonidan to'piqdan sonning yuqorigi uchdan bir qismigacha (singan joydan 15-20 sm yuqorigacha) qo'yiladi""}","{""Тахтакачни соннинг бутун узунлигича тос-сондан тизза бўғинигача қўйиб, синган жой бинт билан қаттиқ боғлаб қўйилади"",""Иккита тахтакач оёқнинг ички ва ташқи томонидан қўйилади. Биттасини оёқ тўпиғидан қўлтиқости чуқуригача, иккинчисини тўпиқдан човгача"",""Иккита тахтакач оёқнинг икки томонидан тўпиқдан соннинг юқориги учдан бир қисмигача (синган жойдан 15-20 см юқоригача) қўйилади""}",1,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Sanab o'tilgan sharoitlarning qaysi birlarida transport vositasidan foydalanish taqiqlanadi?,Санаб ўтилган шароитларнинг қайси бирларида транспорт воситасидан фойдаланиш тақиқланади?,"{""Oyna tozalagichlar belgilangan tartibda ishlamaydi"",""Ishlatib bo'lingan gazlarni chiqarib yuborish tizimi nosoz"",""Ishlab chiqargan korxona tomondan ko'zda tutilgan orqa himoya vositasi loyto'sgich va sachratmagichlar bo'lmasa"",""Sanab o'tilgan hamma sharoitlarda""}","{""Ойна тозалагичлар белгиланган тартибда ишламайди"",""Ишлатиб бўлинган газларни чиқариб юбориш тизими носоз"",""Ишлаб чиқарган корхона томондан кўзда тутилган орқа ҳимоя воситаси лойтўсгич ва сачратмагичлар бўлмаса"",""Санаб ўтилган ҳамма шароитларда""}",3,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
"To'xtab turish tormoz tizimi qanchadan kam bo'lgan qiyalikda M toifadagi avtotransport vositalarini harakasiz holatda ushlab tura olmasa, bu avtotransport vositalaridan foydalanish taqiqlanadi?","Тўхтаб туриш тормоз тизими қанчадан кам бўлган қияликда М тоифадаги автотранспорт воситаларини ҳаракасиз ҳолатда ушлаб тура олмаса, бу автотранспорт воситаларидан фойдаланиш тақиқланади?","{""18 %"",""20 %"",""24 %"",""25 %""}","{""18 %"",""20 %"",""24 %"",""25 %""}",3,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Harakatlanishga ruxsat berilgan:,Ҳаракатланишга рухсат берилган:,"{""To'g'riga"",""O'ngga birinchi yo'lga"",""O'ngga ikkinchi yo'lga"",""O'ngga birinchi va ikkinchi yo'llarga""}","{""Тўғрига"",""Ўнгга биринчи ёлга"",""Ўнгга иккинчи ёлга"",""Ўнгга биринчи ва иккинчи ёлларга""}",1,https://ptest.uz/images/89888940-c4aa-4d20-8a70-afa407bc9a9e.webp,8-BILET,300,,,,
Suratlarning qaysi birida quvib o'tish ko'rsatilgan?,Суратларнинг қайси бирида қувиб ўтиш кўрсатилган?,"{""\""?\"""",""\""?\"""",""\""?\"" va \""?\""""}","{""\""?\"""",""\""?\"""",""\""?\"" ва \""?\""""}",0,https://ptest.uz/images/0cfd4ef3-4b84-476e-88d9-fa2d1abf7b46.webp,8-BILET,300,,,,
Qaysi holda avtomobilning ag'anab ketishiga qarshi turg'unligi ortadi?,Қайси ҳолда автомобилнинг ағанаб кетишига қарши турғунлиги ортади?,"{""Og'irlik markazi o'ngga siljiganda"",""Og'irlik markazi balandda joylashganda"",""Og'irlik markazi pastda joylashganda""}","{""Оғирлик маркази ўнгга силжиганда"",""Оғирлик маркази баландда жойлашганда"",""Оғирлик маркази пастда жойлашганда""}",2,https://ptest.uz/images/6a87a132-f741-4742-ba34-9783dcbc63a4.webp,8-BILET,300,,,,
Chorrahadan ikkinchi bo'lib o'tadi:,Чорраҳадан иккинчи бўлиб ўтади:,"{""Yashil avtomobil sariq bilan bir vaqtda"",""Qizil avtomobil"",""Ko'k avtomobil sariq bilan bir vaqtda""}","{""Яшил автомобил сариқ билан бир вақтда"",""Қизил автомобил"",""Кўк автомобил сариқ билан бир вақтда""}",2,https://ptest.uz/images/1f8a6ae5-21ad-4304-8518-be70fb1a13ee.webp,8-BILET,300,,,,
Qaysi javobda pyxcat berilgan harakat yo'nalishi to'g'ri ko'rsatilgan?,Қайси жавобда пйхcат берилган ҳаракат ёналиши тўғри кўрсатилган?,"{""Faqat orqaga burilish"",""To'g'riga va orqaga burilish"",""Faqat to'g'riga""}","{""Фақат орқага бурилиш"",""Тўғрига ва орқага бурилиш"",""Фақат тўғрига""}",2,https://ptest.uz/images/d7231765-418e-44fc-8271-9177b984e403.webp,8-BILET,300,,,,
Qaysi yo'nalishda harakatlanish taqiqlanadi?,Қайси ёналишда ҳаракатланиш тақиқланади?,"{""O'ngga birinchi yo'lga"",""O'ngga ikkinchi yo'lga"",""O'ngga birinchi va ikkinchi yo'llarga""}","{""Ўнгга биринчи ёлга"",""Ўнгга иккинчи ёлга"",""Ўнгга биринчи ва иккинчи ёлларга""}",1,https://ptest.uz/images/5fa04f14-fff3-4fae-a4ca-c25dac440ba0.webp,8-BILET,300,,,,
"""To'xtash taqiqlangan"" belgisi bilan birga to'siqning usti bo'ylab uzluksiz sariq chiziq chizilgan joyda yo'lovchilarni tushirishga ruxsat beriladimi?","""Тўхташ тақиқланган"" белгиси билан бирга тўсиқнинг усти бўйлаб узлуксиз сариқ чизиқ чизилган жойда ёловчиларни туширишга рухсат бериладими?","{""Ruxsat beriladi"",""Taqiqlanadi"",""Belgilangan yo'nalishdagi transport vositalari yo'q bo'lganda ruxsat beriladi"",""Belgilangan yo'nalishdagi transport vositalariga ruxsat beriladi""}","{""Рухсат берилади"",""Тақиқланади"",""Белгиланган ёналишдаги транспорт воситалари ёқ бўлганда рухсат берилади"",""Белгиланган ёналишдаги транспорт воситаларига рухсат берилади""}",3,https://ptest.uz/images/0f538ddd-7c6e-4b03-be86-e47b012bd3c1.webp,8-BILET,300,,,,
Chorraha oldida bu belgi o'rnatilgan bo'lsa; haydovchi qanday yo'l tutishi kerak?,Чорраҳа олдида бу белги ўрнатилган бўлса; ҳайдовчи қандай ёл тутиши керак?,"{""Kesishadigan yo'lda transport vositalari bo'lmasa chorrahadan to'xtamay o'tishi"",""Chorrahadan o'tishda ayniqsa hushyor bo'lishi"",""Kesishadigan yo'l bo'ylab harakatlanayotgan transport vositalariga yo'l berish uchun, to'xtash chizig'ida to'xtab, u yo'q bo'lsa kesib o'tiladigan qatnov qismining chetida to'xtashi""}","{""Кесишадиган ёлда транспорт воситалари бўлмаса чорраҳадан тўхтамай ўтиши"",""Чорраҳадан ўтишда айниқса ҳушёр бўлиши"",""Кесишадиган ёл бўйлаб ҳаракатланаётган транспорт воситаларига ёл бериш учун, тўхташ чизиғида тўхтаб, у ёқ бўлса кесиб ўтиладиган қатнов қисмининг четида тўхташи""}",2,https://ptest.uz/images/51466611-a130-4038-8ee7-f8057829a71d.webp,8-BILET,300,,,,
"Haydovchi o'z joyidan ketishi yoki transport vositasini qoldirishi mumkin, agar:","Ҳайдовчи ўз жойидан кетиши ёки транспорт воситасини қолдириши мумкин, агар:","{""U yurgizgichni o'chirgan va avtomobilning to'xtab turish tormoz tizimini ulagan bo'lsa"",""U yurgizgichni o'chirgan va orqaga siljib ketishga qarshi xavfsizlik buferini o'rnatgan bo'lsa"",""U transport vositasining o'z-o'zidan harakatlanishi yoki undan haydovchi yo'q vaqtda foydalanishga yo'l qo'ymaydigan zaruriy choralarni ko'rgan bo'lsa""}","{""У юргизгични ўчирган ва автомобилнинг тўхтаб туриш тормоз тизимини улаган бўлса"",""У юргизгични ўчирган ва орқага силжиб кетишга қарши хавфсизлик буферини ўрнатган бўлса"",""У транспорт воситасининг ўз-ўзидан ҳаракатланиши ёки ундан ҳайдовчи ёқ вақтда фойдаланишга ёл қўймайдиган зарурий чораларни кўрган бўлса""}",2,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
Qisman ortish usuli bilan avtomobilni shatakka olishda yo'lovchilar qaerda bo'lishlari mumkin?,Қисман ортиш усули билан автомобилни шатакка олишда ёловчилар қаерда бўлишлари мумкин?,"{""Har ikki avtomobilning kabinasida"",""Shatakka oluvchi avtomobilning kabinasida"",""Shatakka olingan avtomobilning kabinasida"",""Shatakka oluvchi avtomobilning kuzovida""}","{""Ҳар икки автомобилнинг кабинасида"",""Шатакка олувчи автомобилнинг кабинасида"",""Шатакка олинган автомобилнинг кабинасида"",""Шатакка олувчи автомобилнинг кузовида""}",1,https://postimg.cc/Dmfk0bYv,8-BILET,300,,,,
"Quyidagi 3.27 ""To'xtash taqiqlangan"" belgisining amal qilish chegarasi qaerda tugaydi?","Қуйидаги 3.27 ""Тўхташ тақиқланган"" белгисининг амал қилиш чегараси қаерда тугайди?","{""Birinchi chorrahada"",""Aholi yashaydigan joyning oxirida"",""Yo'lning yotiq sariq chizig'i oxirida""}","{""Биринчи чорраҳада"",""Аҳоли яшайдиган жойнинг охирида"",""Ёлнинг ётиқ сариқ чизиғи охирида""}",2,https://ptest.uz/images/c811b066-d979-44e5-b441-7942f4f10762.webp,9-BILET,300,,,,
"Qattiq yoki egiluvchan ulagich yordamida shatakka olinganda, yuk avtomobilining yukxonasida odamlarni tashishga ruxsat beriladimi?","Қаттиқ ёки егилувчан улагич ёрдамида шатакка олинганда, юк автомобилининг юкхонасида одамларни ташишга рухсат бериладими?","{""Shatakka olgan va shatakka olingan avtomobillarning yukxonasida ruxsat beriladi"",""Faqat shatakka olingan avtomobil yukxonasida ruxsat beriladi"",""Faqat shatakka olgan avtomobil yukxonasida ruxsat beriladi""}","{""Шатакка олган ва шатакка олинган автомобилларнинг юкхонасида рухсат берилади"",""Фақат шатакка олинган автомобил юкхонасида рухсат берилади"",""Фақат шатакка олган автомобил юкхонасида рухсат берилади""}",2,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Qaysi belgi gabarit uzunligi belgisida ko'rsatilgandan uzun bo'lgan transport vositalarining harakatlanishini taqiqlaydi?,Қайси белги габарит узунлиги белгисида кўрсатилгандан узун бўлган транспорт воситаларининг ҳаракатланишини тақиқлайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",1,https://ptest.uz/images/5c31735a-a45a-453c-bcb7-3d7919d44d15.webp,9-BILET,300,,,,
M1 toifadagi transport vositalari shinalari protektori naqshining qoldiq balandligi necha mm. dan kam bo'lmasligi kerak?,М1 тоифадаги транспорт воситалари шиналари протектори нақшининг қолдиқ баландлиги неча мм. дан кам бўлмаслиги керак?,"{""0,8 mm"",""1,0 mm"",""1,6 mm"",""2,0 mm"",""2,5 mm""}","{""0,8 мм"",""1,0 мм"",""1,6 мм"",""2,0 мм"",""2,5 мм""}",2,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Transport vositalaridan qanday sharoitlarda foydalanishga ruxsat etiladi?,Транспорт воситаларидан қандай шароитларда фойдаланишга рухсат етилади?,"{""Shinalarning ayrim joylarida kord ko'rinib qoladigan nuqsonlari bor"",""M1 toifadagi avtotransport vositalarining oldingi o'qiga ikkinchi klassdagi tamirlangan shinalar o'rnatilgan"",""N2; N3 toifadagi transport vositalari shinalari protektori naqshining qoldiq balandligi 1,6 mm ni tashkil qiladi""}","{""Шиналарнинг айрим жойларида корд кўриниб қоладиган нуқсонлари бор"",""М1 тоифадаги автотранспорт воситаларининг олдинги ўқига иккинчи классдаги тамирланган шиналар ўрнатилган"",""Н2; Н3 тоифадаги транспорт воситалари шиналари протектори нақшининг қолдиқ баландлиги 1,6 мм ни ташкил қилади""}",2,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Yo'lning o'rtasida joylashgan bekatda to'xtagan yo'lakay yo'nalishli tramvay yonidan o'tayotganda haydovchi nima qilishi kerak?,Ёлнинг ўртасида жойлашган бекатда тўхтаган ёлакай ёналишли трамвай ёнидан ўтаётганда ҳайдовчи нима қилиши керак?,"{""To'xtashi kerak va tramvay eshiklarini yopganidan so'ng qo'zg'alish kerak"",""To'xtab turgan tramvayga ketayotgan yoki undan tushayotgan yo'lovchilarga yo'l berishi kerak""}","{""Тўхташи керак ва трамвай ешикларини ёпганидан сўнг қўзғалиш керак"",""Тўхтаб турган трамвайга кетаётган ёки ундан тушаётган ёловчиларга ёл бериши керак""}",1,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Yashil avtomobil haydovchisi:,Яшил автомобил ҳайдовчиси:,"{""Bir xil yo'nalishda to'g'riga harakatlanayotgan ko'k avtomobilga yo'l berishi kerak"",""Ko'k avtomobilga nisbatan ustunlikka ega, chunki quvib o'tish uchun mo'ljallangan bo'lakdan ketyapti"",""Ustunlikka ega, chunki burilish ishorasini yoqdi""}","{""Бир хил ёналишда тўғрига ҳаракатланаётган кўк автомобилга ёл бериши керак"",""Кўк автомобилга нисбатан устунликка ега, чунки қувиб ўтиш учун мўлжалланган бўлакдан кетяпти"",""Устунликка ега, чунки бурилиш ишорасини ёқди""}",0,https://ptest.uz/images/786d065a-bab9-4e18-b5fc-cfbab0f3360c.webp,9-BILET,300,,,,
Qaysi javobda shatakka olingan transport vositasidagi yoritish asboblarini yoqishning to'g'ri holati ko'rsatilgan?,Қайси жавобда шатакка олинган транспорт воситасидаги ёритиш асбобларини ёқишнинг тўғри ҳолати кўрсатилган?,"{""Kunning qorong'i vaqtida yoki tuman bo'lgan sharoitda faralarning yaqinni yoritish chiroqlari"",""Avariya yorug'lik ishoralari, u nosoz bo'lganda yoki bo'lmagan hollarda uning orqa tomoniga avariya sababli to'xtash belgisi o'rnatilishi kerak"",""Aholi punktlarida gabarit chiroqlari"",""Aholi punktlaridan tashqaridagi yo'llarda istalgan yoritish chiroqlarini""}","{""Куннинг қоронги вақтида ёки туман бўлган шароитда фараларнинг яқинни ёритиш чироқлари"",""Авария ёруғлик ишоралари, у носоз бўлганда ёки бўлмаган ҳолларда унинг орқа томонига авария сабабли тўхташ белгиси ўрнатилиши керак"",""Аҳоли пунктларида габарит чироқлари"",""Аҳоли пунктларидан ташқаридаги ёлларда исталган ёритиш чироқларини""}",1,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Chorrahadan oxirgi bo'lib qaysi avtomobil o'tadi?,Чорраҳадан охирги бўлиб қайси автомобил ўтади?,"{""Ko'k avtomobil"",""Sariq avtomobil"",""Yashil avtomobil"",""Qizil avtomobil""}","{""Кўк автомобил"",""Сариқ автомобил"",""Яшил автомобил"",""Қизил автомобил""}",2,https://ptest.uz/images/c996dbcb-0d14-46a9-b0c1-14169f5ff656.webp,9-BILET,300,,,,
Qayrilib olish taqiqlanadi:,Қайрилиб олиш тақиқланади:,"{""Piyodalar o'tish joylarida"",""Tunnellarda"",""Ko'priklarda, osma yo'llarda, estakadalarda va ularning ostida"",""Temir yo'l kesishmalarida"",""Hamma sanab o'tilgan hollarda""}","{""Пиёдалар ўтиш жойларида"",""Туннелларда"",""Кўприкларда, осма ёлларда, естакадаларда ва уларнинг остида"",""Темир ёл кесишмаларида"",""Ҳамма санаб ўтилган ҳолларда""}",4,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
Aholi punktlaridan tashqarida qaysi belgi takrorlanadi?,Аҳоли пунктларидан ташқарида қайси белги такрорланади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/60229a16-17d5-42c1-8ea1-9cfc37ef1777.webp,9-BILET,300,,,,
Kunning qorong'i vaqtida yo'lning yoritilgan qismida aholi yashash joylarida harakatlanayotgan mexanik transport vositasida qaysi chiroqlar yoqilgan bo'lishi kerak?,Куннинг қоронги вақтида ёлнинг ёритилган қисмида аҳоли яшаш жойларида ҳаракатланаётган механик транспорт воситасида қайси чироқлар ёқилган бўлиши керак?,"{""Faralarning yaqinni yorituvchi chiroqlari"",""Faralarning uzoqni yorituvchi chiroqlari yoki gabarit chiroqlar"",""Faralarning yaqinni yorituvchi chiroqlari (tumanga qarshi faralar) yoki gabarit chiroqlar""}","{""Фараларнинг яқинни ёритувчи чироқлари"",""Фараларнинг узоқни ёритувчи чироқлари ёки габарит чироқлар"",""Фараларнинг яқинни ёритувчи чироқлари (туманга қарши фаралар) ёки габарит чироқлар""}",0,https://postimg.cc/Dmfk0bYv,9-BILET,300,,,,
